PDATE,TOKEN,IN_TIME,OUT_TIME,TOTAL_TIME
2023-09-08,65,2023-09-08 07:43:59,2023-09-08 20:05:59,12:22:00
2023-09-09,65,2023-09-09 07:33:59,2023-09-09 19:52:59,12:19:00
2023-09-11,65,2023-09-11 07:37:00,2023-09-11 19:54:59,12:17:59
2023-09-12,65,2023-09-12 07:42:59,2023-09-12 19:55:59,12:13:00
2023-09-13,65,2023-09-13 07:40:00,2023-09-13 20:05:59,12:25:59
2023-09-14,65,2023-09-14 07:49:00,2023-09-14 20:13:00,12:24:00
2023-09-15,65,2023-09-15 07:34:59,2023-09-15 20:01:00,12:26:00
2023-09-16,65,2023-09-16 07:51:00,2023-09-16 20:22:00,12:31:00
2023-09-18,65,2023-09-18 07:42:59,2023-09-18 19:37:00,11:54:00
2023-09-01,66,2023-09-01 11:53:59,2023-09-01 21:10:00,09:16:00
2023-09-02,66,2023-09-02 12:06:00,2023-09-02 21:30:00,09:24:00
2023-09-03,66,2023-09-03 12:10:00,2023-09-03 21:14:59,09:04:59
2023-09-04,66,2023-09-04 11:59:00,2023-09-04 21:03:59,09:04:59
2023-09-05,66,2023-09-05 12:10:00,2023-09-05 21:48:59,09:38:59
2023-09-06,66,2023-09-06 06:55:00,2023-09-06 17:06:59,10:11:59
2023-09-07,66,2023-09-07 11:56:00,2023-09-07 21:21:00,09:25:00
2023-09-08,66,2023-09-08 11:50:59,2023-09-08 21:37:59,09:47:00
2023-09-10,66,2023-09-10 13:23:59,2023-09-10 21:33:00,08:09:00
2023-09-11,66,2023-09-11 13:40:00,2023-09-11 21:09:00,07:29:00
2023-09-12,66,2023-09-12 12:49:59,2023-09-12 21:38:59,08:49:00
2023-09-13,66,2023-09-13 11:04:59,2023-09-13 21:21:00,10:16:00
2023-09-16,66,2023-09-16 08:41:59,2023-09-16 14:13:00,05:31:00
2023-09-01,67,2023-09-01 06:27:59,2023-09-01 13:53:59,07:26:00
2023-09-02,67,2023-09-02 07:53:59,2023-09-02 17:03:00,09:09:00
2023-09-03,67,2023-09-03 07:14:00,2023-09-03 17:10:00,09:56:00
2023-09-04,67,2023-09-04 08:18:59,2023-09-04 17:29:59,09:11:00
2023-09-05,67,2023-09-05 07:49:00,2023-09-05 17:11:00,09:22:00
2023-09-06,67,2023-09-06 15:25:59,2023-09-06 21:04:59,05:39:00
2023-09-07,67,2023-09-07 07:56:59,2023-09-07 17:16:59,09:20:00
2023-09-08,67,2023-09-08 08:10:00,2023-09-08 17:37:00,09:27:00
2023-09-09,67,2023-09-09 11:56:00,2023-09-09 20:01:00,08:05:00
2023-09-18,67,2023-09-18 19:57:59,2023-09-19 07:54:59,11:57:00
2023-09-02,68,2023-09-02 12:09:00,2023-09-02 19:45:59,07:36:59
2023-09-04,68,2023-09-04 08:59:00,2023-09-04 18:45:59,09:46:59
2023-09-05,68,2023-09-05 09:00:59,2023-09-05 18:38:59,09:38:00
2023-09-06,68,2023-09-06 09:21:00,2023-09-06 18:22:00,09:01:00
2023-09-07,68,2023-09-07 10:02:00,2023-09-07 18:57:59,08:55:59
2023-09-08,68,2023-09-08 09:00:59,2023-09-08 19:07:00,10:06:00
2023-09-10,68,2023-09-10 07:52:59,2023-09-10 13:14:00,05:21:00
2023-09-11,68,2023-09-11 08:58:00,2023-09-11 18:45:59,09:47:59
2023-09-13,68,2023-09-13 06:35:59,2023-09-13 11:37:59,05:02:00
2023-09-14,68,2023-09-14 09:02:59,2023-09-14 18:56:59,09:54:00
2023-09-15,68,2023-09-15 09:07:00,2023-09-15 18:22:00,09:15:00
2023-09-16,68,2023-09-16 09:02:59,2023-09-16 19:27:00,10:24:00
2023-09-17,68,2023-09-17 09:26:59,2023-09-17 19:07:00,09:40:00
2023-09-01,73,2023-09-01 07:43:59,2023-09-01 16:07:00,08:23:00
2023-09-02,73,2023-09-02 10:04:00,2023-09-02 19:26:00,09:22:00
2023-09-03,73,2023-09-03 07:23:59,2023-09-03 15:02:59,07:39:00
2023-09-05,73,2023-09-05 15:15:59,2023-09-05 19:26:00,04:10:00
2023-09-06,73,2023-09-06 07:50:00,2023-09-06 17:19:59,09:29:59
2023-09-07,73,2023-09-07 07:57:59,2023-09-07 17:15:59,09:18:00
2023-09-08,73,2023-09-08 08:51:59,2023-09-08 17:58:00,09:06:00
2023-09-09,73,2023-09-09 07:52:59,2023-09-09 16:57:59,09:05:00
2023-09-10,73,2023-09-10 10:03:00,2023-09-10 20:15:59,10:12:59
2023-09-11,73,2023-09-11 09:22:00,2023-09-11 18:46:59,09:24:59
2023-09-12,73,2023-09-12 09:03:59,2023-09-12 18:01:59,08:58:00
2023-09-13,73,2023-09-13 09:12:59,2023-09-13 18:04:59,08:52:00
2023-09-14,73,2023-09-14 08:56:00,2023-09-14 18:04:59,09:08:59
2023-09-15,73,2023-09-15 10:07:00,2023-09-15 19:06:00,08:59:00
2023-09-16,73,2023-09-16 08:51:59,2023-09-16 14:46:00,05:54:00
2023-09-01,78,2023-09-01 05:02:00,2023-09-01 16:21:59,11:19:59
2023-09-02,78,2023-09-02 05:22:00,2023-09-02 17:30:59,12:08:59
2023-09-03,78,2023-09-03 05:15:00,2023-09-03 16:12:59,10:57:59
2023-09-04,78,2023-09-04 05:04:59,2023-09-04 16:27:00,11:22:00
2023-09-05,78,2023-09-05 05:13:00,2023-09-05 16:26:00,11:13:00
2023-09-06,78,2023-09-06 05:08:59,2023-09-06 17:13:00,12:04:00
2023-09-07,78,2023-09-07 05:14:00,2023-09-07 16:54:59,11:40:59
2023-09-08,78,2023-09-08 05:12:00,2023-09-08 16:09:59,10:57:59
2023-09-12,78,2023-09-12 05:27:59,2023-09-12 16:49:00,11:21:00
2023-09-15,78,2023-09-15 05:01:00,2023-09-15 16:52:59,11:51:59
2023-09-16,78,2023-09-16 05:16:59,2023-09-16 16:16:00,10:59:00
2023-09-17,78,2023-09-17 05:29:59,2023-09-17 15:47:59,10:18:00
2023-09-18,78,2023-09-18 05:14:00,2023-09-18 15:20:00,10:06:00
2023-09-09,84,2023-09-09 07:19:59,2023-09-09 13:30:00,06:10:00
2023-09-14,84,2023-09-14 07:45:59,2023-09-14 14:02:00,06:16:00
2023-09-15,84,2023-09-15 12:44:00,2023-09-15 21:32:00,08:48:00
2023-09-16,84,2023-09-16 08:29:59,2023-09-16 16:59:00,08:29:00
2023-09-17,84,2023-09-17 12:02:59,2023-09-17 21:11:59,09:09:00
2023-09-18,84,2023-09-18 10:05:00,2023-09-18 21:18:00,11:13:00
2023-09-03,88,2023-09-03 14:05:59,2023-09-03 21:53:00,07:47:00
2023-09-04,88,2023-09-04 13:41:00,2023-09-04 23:46:00,10:05:00
2023-09-10,88,2023-09-10 13:47:00,2023-09-10 21:37:59,07:50:59
2023-09-15,88,2023-09-15 13:34:59,2023-09-16 00:33:59,10:59:00
2023-09-18,88,2023-09-18 13:40:00,2023-09-18 23:51:59,10:11:59
2023-09-07,92,2023-09-07 21:34:59,2023-09-08 07:49:00,10:14:00
2023-09-16,92,2023-09-16 21:34:59,2023-09-17 08:07:59,10:33:00
2023-09-18,92,2023-09-18 21:37:59,2023-09-19 07:39:00,10:01:00
2023-09-01,95,2023-09-01 12:32:00,2023-09-01 23:21:00,10:49:00
2023-09-02,95,2023-09-02 12:29:00,2023-09-02 23:27:59,10:58:59
2023-09-03,95,2023-09-03 12:26:59,2023-09-03 22:49:00,10:22:00
2023-09-05,95,2023-09-05 19:07:59,2023-09-05 23:26:00,04:18:00
2023-09-06,95,2023-09-06 19:07:00,2023-09-06 22:55:59,03:48:59
2023-09-07,95,2023-09-07 19:20:59,2023-09-07 23:47:00,04:26:00
2023-09-08,95,2023-09-08 19:05:00,2023-09-08 23:23:00,04:18:00
2023-09-13,95,2023-09-13 21:59:59,2023-09-14 08:48:00,10:48:00
2023-09-18,95,2023-09-18 22:07:00,2023-09-19 08:34:00,10:27:00
2023-09-01,102,2023-09-01 13:36:00,2023-09-01 23:52:59,10:16:59
2023-09-03,102,2023-09-03 18:54:00,2023-09-03 23:46:00,04:52:00
2023-09-04,102,2023-09-04 18:44:00,2023-09-04 23:44:00,05:00:00
2023-09-05,102,2023-09-05 18:46:59,2023-09-05 23:51:59,05:05:00
2023-09-06,102,2023-09-06 18:44:00,2023-09-06 22:31:59,03:47:59
2023-09-07,102,2023-09-07 18:43:00,2023-09-07 23:42:59,04:59:59
2023-09-09,102,2023-09-09 18:43:00,2023-09-09 23:46:00,05:03:00
2023-09-10,102,2023-09-10 18:43:00,2023-09-10 23:37:59,04:54:59
2023-09-11,102,2023-09-11 09:40:00,2023-09-11 19:31:59,09:51:59
2023-09-12,102,2023-09-12 18:45:59,2023-09-12 23:35:00,04:49:00
2023-09-13,102,2023-09-13 18:36:59,2023-09-13 23:05:59,04:29:00
2023-09-14,102,2023-09-14 18:46:59,2023-09-14 23:48:59,05:02:00
2023-09-15,102,2023-09-15 18:46:59,2023-09-15 23:39:59,04:53:00
2023-09-16,102,2023-09-16 18:43:00,2023-09-16 23:37:00,04:54:00
2023-09-18,102,2023-09-18 13:18:59,2023-09-18 23:36:00,10:17:00
2023-09-01,113,2023-09-01 18:46:59,2023-09-01 23:45:00,04:58:00
2023-09-03,113,2023-09-03 18:53:00,2023-09-03 23:10:00,04:17:00
2023-09-04,113,2023-09-04 19:07:00,2023-09-04 23:33:00,04:26:00
2023-09-05,113,2023-09-05 19:02:00,2023-09-05 23:15:00,04:13:00
2023-09-06,113,2023-09-06 18:56:59,2023-09-06 23:30:59,04:34:00
2023-09-07,113,2023-09-07 19:03:00,2023-09-07 23:00:00,03:57:00
2023-09-08,113,2023-09-08 19:12:59,2023-09-08 23:16:59,04:04:00
2023-09-09,113,2023-09-09 18:59:59,2023-09-09 23:32:00,04:32:00
2023-09-10,113,2023-09-10 19:34:59,2023-09-10 23:49:59,04:15:00
2023-09-11,113,2023-09-11 18:56:59,2023-09-11 23:30:59,04:34:00
2023-09-12,113,2023-09-12 19:00:59,2023-09-12 23:32:00,04:31:00
2023-09-13,113,2023-09-13 19:16:00,2023-09-13 23:30:59,04:14:59
2023-09-14,113,2023-09-14 19:07:00,2023-09-14 23:33:00,04:26:00
2023-09-15,113,2023-09-15 18:54:00,2023-09-15 23:06:59,04:12:59
2023-09-16,113,2023-09-16 19:04:00,2023-09-16 23:05:59,04:01:59
2023-09-18,113,2023-09-18 19:48:00,2023-09-18 23:23:00,03:35:00
2023-09-01,116,2023-09-01 13:39:00,2023-09-01 23:55:00,10:16:00
2023-09-02,116,2023-09-02 13:37:00,2023-09-02 23:49:59,10:12:59
2023-09-03,116,2023-09-03 13:39:00,2023-09-03 23:48:00,10:09:00
2023-09-04,116,2023-09-04 13:28:00,2023-09-04 21:26:59,07:58:59
2023-09-05,116,2023-09-05 14:03:00,2023-09-05 23:51:59,09:48:59
2023-09-06,116,2023-09-06 13:41:59,2023-09-06 23:48:00,10:06:00
2023-09-07,116,2023-09-07 13:54:59,2023-09-07 23:51:59,09:57:00
2023-09-09,116,2023-09-09 13:34:59,2023-09-09 23:44:00,10:09:00
2023-09-10,116,2023-09-10 13:39:00,2023-09-10 23:45:00,10:06:00
2023-09-11,116,2023-09-11 14:50:59,2023-09-11 23:32:00,08:41:00
2023-09-13,116,2023-09-13 18:40:00,2023-09-13 23:00:00,04:20:00
2023-09-14,116,2023-09-14 07:43:59,2023-09-14 17:26:59,09:43:00
2023-09-15,116,2023-09-15 07:07:59,2023-09-15 13:43:59,06:36:00
2023-09-16,116,2023-09-16 18:56:00,2023-09-16 23:37:00,04:41:00
2023-09-18,116,2023-09-18 18:37:59,2023-09-18 23:35:00,04:57:00
2023-09-19,116,2023-09-19 10:10:59,2023-09-19 14:38:59,04:28:00
2023-09-01,117,2023-09-01 12:53:00,2023-09-01 22:08:59,09:15:59
2023-09-02,117,2023-09-02 07:10:59,2023-09-02 17:27:59,10:17:00
2023-09-03,117,2023-09-03 07:21:59,2023-09-03 16:54:59,09:33:00
2023-09-05,117,2023-09-05 07:09:59,2023-09-05 17:34:00,10:24:00
2023-09-06,117,2023-09-06 07:08:59,2023-09-06 17:23:00,10:14:00
2023-09-07,117,2023-09-07 07:10:59,2023-09-07 17:07:59,09:57:00
2023-09-08,117,2023-09-08 13:10:59,2023-09-08 22:20:59,09:10:00
2023-09-09,117,2023-09-09 07:06:00,2023-09-09 17:06:59,10:00:59
2023-09-10,117,2023-09-10 07:15:00,2023-09-10 16:48:00,09:33:00
2023-09-12,117,2023-09-12 07:04:00,2023-09-12 16:54:59,09:50:59
2023-09-13,117,2023-09-13 06:59:59,2023-09-13 17:00:00,10:00:00
2023-09-14,117,2023-09-14 07:03:00,2023-09-14 16:26:00,09:23:00
2023-09-15,117,2023-09-15 13:02:00,2023-09-15 22:17:00,09:15:00
2023-09-16,117,2023-09-16 07:02:00,2023-09-16 16:50:00,09:48:00
2023-09-17,117,2023-09-17 07:06:00,2023-09-17 16:36:00,09:30:00
2023-09-18,117,2023-09-18 07:08:59,2023-09-18 16:07:00,08:58:00
2023-09-01,118,2023-09-01 07:03:00,2023-09-01 16:53:59,09:50:59
2023-09-02,118,2023-09-02 07:18:59,2023-09-02 17:06:59,09:48:00
2023-09-03,118,2023-09-03 19:22:59,2023-09-03 22:49:00,03:26:00
2023-09-04,118,2023-09-04 19:53:59,2023-09-04 22:37:00,02:43:00
2023-09-05,118,2023-09-05 19:23:59,2023-09-05 22:43:59,03:20:00
2023-09-06,118,2023-09-06 20:01:00,2023-09-06 22:51:00,02:50:00
2023-09-07,118,2023-09-07 19:36:00,2023-09-07 22:56:59,03:20:59
2023-09-09,118,2023-09-09 19:23:59,2023-09-09 23:22:00,03:58:00
2023-09-10,118,2023-09-10 19:12:59,2023-09-10 22:57:59,03:45:00
2023-09-11,118,2023-09-11 18:37:59,2023-09-11 22:30:00,03:52:00
2023-09-12,118,2023-09-12 07:18:00,2023-09-12 15:56:00,08:38:00
2023-09-13,118,2023-09-13 06:26:59,2023-09-13 16:23:59,09:57:00
2023-09-16,118,2023-09-16 07:07:00,2023-09-16 17:06:59,09:59:59
2023-09-17,118,2023-09-17 07:25:00,2023-09-17 15:58:59,08:33:59
2023-09-18,118,2023-09-18 07:18:00,2023-09-18 15:19:00,08:01:00
2023-09-02,123,2023-09-02 14:18:59,2023-09-02 23:35:00,09:16:00
2023-09-03,123,2023-09-03 13:39:00,2023-09-03 23:32:00,09:53:00
2023-09-04,123,2023-09-04 18:25:59,2023-09-04 23:28:59,05:03:00
2023-09-05,123,2023-09-05 13:16:00,2023-09-05 23:19:59,10:03:59
2023-09-06,123,2023-09-06 13:44:59,2023-09-06 23:29:59,09:45:00
2023-09-07,123,2023-09-07 13:18:59,2023-09-07 23:25:00,10:06:00
2023-09-08,123,2023-09-08 13:30:00,2023-09-08 23:26:00,09:56:00
2023-09-09,123,2023-09-09 14:11:00,2023-09-09 23:26:59,09:15:59
2023-09-10,123,2023-09-10 13:51:00,2023-09-10 23:26:00,09:35:00
2023-09-11,123,2023-09-11 13:47:00,2023-09-11 23:26:00,09:39:00
2023-09-12,123,2023-09-12 12:59:59,2023-09-12 23:23:00,10:23:00
2023-09-13,123,2023-09-13 13:27:00,2023-09-13 23:06:59,09:39:59
2023-09-14,123,2023-09-14 13:36:00,2023-09-14 23:26:59,09:50:59
2023-09-15,123,2023-09-15 13:25:00,2023-09-15 23:13:00,09:48:00
2023-09-16,123,2023-09-16 13:40:00,2023-09-16 23:13:00,09:33:00
2023-09-17,123,2023-09-17 13:44:59,2023-09-17 22:15:00,08:30:00
2023-09-01,128,2023-09-01 07:08:59,2023-09-01 16:07:59,08:59:00
2023-09-03,128,2023-09-03 07:40:00,2023-09-03 17:18:59,09:38:59
2023-09-04,128,2023-09-04 06:40:00,2023-09-04 15:58:59,09:18:59
2023-09-05,128,2023-09-05 06:41:00,2023-09-05 17:05:59,10:24:59
2023-09-06,128,2023-09-06 06:41:00,2023-09-06 16:55:59,10:14:59
2023-09-07,128,2023-09-07 06:41:00,2023-09-07 17:17:59,10:36:59
2023-09-08,128,2023-09-08 06:42:00,2023-09-08 17:36:00,10:54:00
2023-09-09,128,2023-09-09 06:42:00,2023-09-09 18:14:59,11:32:59
2023-09-11,128,2023-09-11 07:10:59,2023-09-11 14:39:59,07:29:00
2023-09-15,128,2023-09-15 07:09:59,2023-09-15 16:59:00,09:49:00
2023-09-17,128,2023-09-17 06:46:59,2023-09-17 10:52:00,04:05:00
2023-09-18,128,2023-09-18 07:26:00,2023-09-18 13:12:59,05:46:59
2023-09-01,129,2023-09-01 07:15:00,2023-09-01 16:52:00,09:37:00
2023-09-02,129,2023-09-02 07:10:59,2023-09-02 16:57:59,09:47:00
2023-09-03,129,2023-09-03 07:11:59,2023-09-03 16:41:00,09:29:00
2023-09-04,129,2023-09-04 07:12:59,2023-09-04 16:30:59,09:18:00
2023-09-05,129,2023-09-05 07:07:00,2023-09-05 16:26:00,09:19:00
2023-09-06,129,2023-09-06 07:12:59,2023-09-06 16:52:00,09:39:00
2023-09-07,129,2023-09-07 06:56:59,2023-09-07 16:41:59,09:45:00
2023-09-11,129,2023-09-11 06:37:59,2023-09-11 16:14:00,09:36:00
2023-09-12,129,2023-09-12 07:12:59,2023-09-12 16:40:00,09:27:00
2023-09-13,129,2023-09-13 06:56:59,2023-09-13 16:23:59,09:27:00
2023-09-14,129,2023-09-14 07:05:00,2023-09-14 16:18:59,09:13:59
2023-09-15,129,2023-09-15 06:56:59,2023-09-15 16:57:59,10:01:00
2023-09-16,129,2023-09-16 07:06:00,2023-09-16 16:17:00,09:11:00
2023-09-17,129,2023-09-17 07:06:00,2023-09-17 16:37:00,09:31:00
2023-09-01,130,2023-09-01 12:56:59,2023-09-01 21:48:59,08:52:00
2023-09-03,130,2023-09-03 20:50:59,2023-09-04 12:52:00,16:01:00
2023-09-05,130,2023-09-05 12:56:59,2023-09-05 22:07:00,09:10:00
2023-09-06,130,2023-09-06 13:18:59,2023-09-06 22:32:59,09:14:00
2023-09-08,130,2023-09-08 06:21:00,2023-09-08 11:52:59,05:31:59
2023-09-12,130,2023-09-12 12:55:00,2023-09-12 22:07:59,09:12:59
2023-09-13,130,2023-09-13 13:07:59,2023-09-13 22:07:59,09:00:00
2023-09-14,130,2023-09-14 12:48:59,2023-09-14 20:03:00,07:14:00
2023-09-15,130,2023-09-15 12:51:00,2023-09-15 22:12:59,09:21:59
2023-09-16,130,2023-09-16 12:53:00,2023-09-16 22:07:00,09:14:00
2023-09-17,130,2023-09-17 13:12:59,2023-09-17 22:07:59,08:55:00
2023-09-18,130,2023-09-18 21:33:00,2023-09-19 08:12:00,10:39:00
2023-09-01,501,2023-09-01 06:41:00,2023-09-01 07:50:00,01:09:00
2023-09-02,501,2023-09-02 15:51:00,2023-09-02 23:07:59,07:16:59
2023-09-03,501,2023-09-03 09:47:59,2023-09-03 14:05:59,04:18:00
2023-09-05,501,2023-09-05 17:57:00,2023-09-05 22:22:59,04:25:59
2023-09-06,501,2023-09-06 13:34:59,2023-09-06 15:27:59,01:53:00
2023-09-09,501,2023-09-09 19:28:00,2023-09-09 22:41:59,03:13:59
2023-09-10,501,2023-09-10 18:22:00,2023-09-10 21:57:59,03:35:59
2023-09-11,501,2023-09-11 10:02:00,2023-09-11 13:49:00,03:47:00
2023-09-12,501,2023-09-12 00:07:00,2023-09-12 05:18:59,05:11:59
2023-09-01,504,2023-09-01 07:19:59,2023-09-01 16:25:00,09:05:00
2023-09-02,504,2023-09-02 07:21:59,2023-09-02 16:32:59,09:11:00
2023-09-04,504,2023-09-04 07:23:59,2023-09-04 16:51:00,09:27:00
2023-09-05,504,2023-09-05 07:27:00,2023-09-05 16:42:59,09:15:59
2023-09-06,504,2023-09-06 07:23:59,2023-09-06 16:40:00,09:16:00
2023-09-07,504,2023-09-07 07:23:59,2023-09-07 16:38:00,09:14:00
2023-09-08,504,2023-09-08 07:17:00,2023-09-08 16:22:59,09:05:59
2023-09-09,504,2023-09-09 07:20:59,2023-09-09 16:29:00,09:08:00
2023-09-11,504,2023-09-11 07:22:59,2023-09-11 16:33:59,09:11:00
2023-09-12,504,2023-09-12 07:20:59,2023-09-12 16:34:59,09:14:00
2023-09-13,504,2023-09-13 07:23:59,2023-09-13 16:36:00,09:12:00
2023-09-14,504,2023-09-14 07:20:59,2023-09-14 16:27:00,09:06:00
2023-09-15,504,2023-09-15 07:25:00,2023-09-15 16:22:59,08:57:59
2023-09-17,504,2023-09-17 07:21:59,2023-09-17 16:26:00,09:04:00
2023-09-18,504,2023-09-18 07:27:00,2023-09-18 15:47:59,08:20:59
2023-09-12,509,2023-09-12 21:18:00,2023-09-13 07:52:59,10:34:59
2023-09-18,509,2023-09-18 21:38:59,2023-09-19 07:33:59,09:55:00
2023-09-01,511,2023-09-01 10:59:00,2023-09-01 21:32:00,10:33:00
2023-09-02,511,2023-09-02 21:49:59,2023-09-03 07:59:00,10:09:00
2023-09-04,511,2023-09-04 09:54:00,2023-09-04 20:00:00,10:06:00
2023-09-05,511,2023-09-05 12:42:00,2023-09-05 22:44:59,10:02:59
2023-09-08,511,2023-09-08 21:33:00,2023-09-09 07:41:59,10:08:59
2023-09-11,511,2023-09-11 07:18:00,2023-09-11 16:11:59,08:53:59
2023-09-12,511,2023-09-12 12:35:59,2023-09-12 23:26:00,10:50:00
2023-09-13,511,2023-09-13 12:43:00,2023-09-13 23:19:59,10:36:59
2023-09-14,511,2023-09-14 18:29:00,2023-09-14 23:26:59,04:57:59
2023-09-15,511,2023-09-15 12:45:00,2023-09-15 23:13:00,10:28:00
2023-09-16,511,2023-09-16 12:33:59,2023-09-16 23:15:00,10:41:00
2023-09-17,511,2023-09-17 12:42:00,2023-09-17 23:24:00,10:42:00
2023-09-01,532,2023-09-01 07:03:00,2023-09-01 18:49:59,11:46:59
2023-09-03,532,2023-09-03 10:19:59,2023-09-03 20:49:59,10:30:00
2023-09-04,532,2023-09-04 07:04:00,2023-09-04 18:47:59,11:43:59
2023-09-05,532,2023-09-05 07:03:00,2023-09-05 19:16:00,12:13:00
2023-09-06,532,2023-09-06 07:10:59,2023-09-06 18:51:00,11:40:00
2023-09-07,532,2023-09-07 07:06:00,2023-09-07 19:02:00,11:56:00
2023-09-08,532,2023-09-08 07:19:59,2023-09-08 18:18:00,10:58:00
2023-09-09,532,2023-09-09 07:07:59,2023-09-09 18:45:00,11:37:00
2023-09-10,532,2023-09-10 07:10:59,2023-09-10 18:40:00,11:29:00
2023-09-11,532,2023-09-11 07:03:00,2023-09-11 19:04:00,12:01:00
2023-09-12,532,2023-09-12 18:11:59,2023-09-12 22:56:59,04:45:00
2023-09-13,532,2023-09-13 07:05:00,2023-09-13 18:00:59,10:55:59
2023-09-14,532,2023-09-14 18:30:00,2023-09-14 23:49:59,05:19:59
2023-09-15,532,2023-09-15 07:17:00,2023-09-15 18:11:00,10:54:00
2023-09-16,532,2023-09-16 18:30:00,2023-09-17 01:27:00,06:57:00
2023-09-01,533,2023-09-01 07:19:59,2023-09-01 16:34:59,09:15:00
2023-09-02,533,2023-09-02 07:02:00,2023-09-02 17:04:59,10:02:59
2023-09-03,533,2023-09-03 07:09:59,2023-09-03 16:19:59,09:10:00
2023-09-04,533,2023-09-04 07:29:00,2023-09-04 16:22:59,08:53:59
2023-09-05,533,2023-09-05 07:09:59,2023-09-05 17:00:00,09:50:00
2023-09-06,533,2023-09-06 07:08:59,2023-09-06 16:32:59,09:24:00
2023-09-07,533,2023-09-07 07:09:59,2023-09-07 16:41:59,09:32:00
2023-09-08,533,2023-09-08 07:17:00,2023-09-08 16:18:00,09:01:00
2023-09-10,533,2023-09-10 06:46:59,2023-09-10 16:27:00,09:40:00
2023-09-15,533,2023-09-15 21:58:59,2023-09-16 07:36:00,09:37:00
2023-09-18,533,2023-09-18 12:45:00,2023-09-18 21:59:59,09:14:59
2023-09-02,535,2023-09-02 08:34:00,2023-09-02 17:55:00,09:21:00
2023-09-03,535,2023-09-03 08:57:00,2023-09-03 17:57:00,09:00:00
2023-09-05,535,2023-09-05 09:01:59,2023-09-05 09:33:00,00:31:00
2023-09-06,535,2023-09-06 08:48:00,2023-09-06 20:47:00,11:59:00
2023-09-07,535,2023-09-07 09:01:59,2023-09-07 20:13:00,11:11:00
2023-09-08,535,2023-09-08 09:01:59,2023-09-08 18:09:00,09:07:00
2023-09-09,535,2023-09-09 08:53:59,2023-09-09 18:10:00,09:16:00
2023-09-10,535,2023-09-10 07:07:00,2023-09-10 19:42:59,12:35:59
2023-09-11,535,2023-09-11 08:35:00,2023-09-11 18:51:00,10:16:00
2023-09-12,535,2023-09-12 08:49:59,2023-09-12 21:10:00,12:20:00
2023-09-13,535,2023-09-13 08:13:00,2023-09-13 17:05:59,08:52:59
2023-09-14,535,2023-09-14 09:02:59,2023-09-14 20:11:00,11:08:00
2023-09-15,535,2023-09-15 08:26:00,2023-09-15 18:02:59,09:36:59
2023-09-16,535,2023-09-16 08:44:00,2023-09-16 20:04:59,11:20:59
2023-09-17,535,2023-09-17 08:50:59,2023-09-17 20:08:59,11:18:00
2023-09-18,535,2023-09-18 07:40:00,2023-09-18 19:37:00,11:57:00
2023-09-01,538,2023-09-01 07:22:59,2023-09-01 16:22:59,09:00:00
2023-09-02,538,2023-09-02 07:00:59,2023-09-02 17:04:59,10:04:00
2023-09-03,538,2023-09-03 07:09:59,2023-09-03 16:22:59,09:13:00
2023-09-04,538,2023-09-04 07:52:00,2023-09-04 15:34:59,07:42:59
2023-09-06,538,2023-09-06 06:54:00,2023-09-06 16:33:59,09:39:59
2023-09-07,538,2023-09-07 07:18:59,2023-09-07 16:41:59,09:23:00
2023-09-08,538,2023-09-08 07:17:00,2023-09-08 16:18:59,09:01:59
2023-09-09,538,2023-09-09 07:25:00,2023-09-09 16:43:59,09:18:59
2023-09-12,538,2023-09-12 06:49:59,2023-09-12 16:18:59,09:29:00
2023-09-13,538,2023-09-13 07:53:59,2023-09-13 16:16:00,08:22:00
2023-09-14,538,2023-09-14 07:23:59,2023-09-14 16:14:00,08:50:00
2023-09-15,538,2023-09-15 07:06:00,2023-09-15 16:19:59,09:13:59
2023-09-16,538,2023-09-16 07:30:00,2023-09-16 16:36:00,09:06:00
2023-09-18,538,2023-09-18 06:55:00,2023-09-18 15:41:00,08:46:00
2023-09-02,542,2023-09-02 09:04:59,2023-09-02 18:24:59,09:20:00
2023-09-03,542,2023-09-03 09:23:59,2023-09-03 18:54:00,09:30:00
2023-09-04,542,2023-09-04 09:09:00,2023-09-04 18:42:00,09:33:00
2023-09-05,542,2023-09-05 09:29:00,2023-09-05 20:51:59,11:22:59
2023-09-06,542,2023-09-06 09:15:59,2023-09-06 18:40:00,09:24:00
2023-09-07,542,2023-09-07 09:07:00,2023-09-07 18:42:00,09:35:00
2023-09-09,542,2023-09-09 09:13:59,2023-09-09 18:22:59,09:09:00
2023-09-10,542,2023-09-10 09:22:59,2023-09-10 17:05:59,07:43:00
2023-09-11,542,2023-09-11 09:13:59,2023-09-11 18:23:59,09:10:00
2023-09-12,542,2023-09-12 09:21:00,2023-09-12 18:09:00,08:48:00
2023-09-13,542,2023-09-13 09:23:59,2023-09-13 18:17:00,08:53:00
2023-09-14,542,2023-09-14 09:14:59,2023-09-14 18:11:59,08:57:00
2023-09-16,542,2023-09-16 09:11:59,2023-09-16 17:27:59,08:16:00
2023-09-17,542,2023-09-17 09:23:59,2023-09-17 19:16:00,09:52:00
2023-09-18,542,2023-09-18 09:27:59,2023-09-18 16:25:00,06:57:00
2023-09-01,543,2023-09-01 09:57:59,2023-09-01 21:47:59,11:50:00
2023-09-02,543,2023-09-02 09:47:59,2023-09-02 21:46:59,11:59:00
2023-09-03,543,2023-09-03 11:03:00,2023-09-04 14:21:00,03:18:00
